Entity ID,Entity Name,Entity Type,Status,Date of Organization / Registration,Principal Office Address,Resident Agent Name,Resident Agent Address,Managers / Officers,Annual Reports Summary,Recent Officer Changes,Latest Financial Metrics,Filing Count
020657291,"MERCANTILE COMMERCIAL CAPITAL, LLC",Foreign Limited Liability Company (LLC),Active,01/16/2007,"940 CENTRE CIRCLE, SUITE 3006, ALTAMONTE SPRINGS, FL 32714 USA",CT CORPORATION SYSTEM,"155 FEDERAL STREET STE 700, BOSTON, MA 02110 USA","REAL PROPERTY: GEOFFREY LONGSTAFF (940 CENTRE CIRCLE, SUITE 3006 ALTAMONTE SPRINGS, FL 32714 USA) | REAL PROPERTY: CHRISTOPHER HURN (940 CENTRE CIRCLE, SUITE 3006 ALTAMONTE SPRINGS, FL 32714 USA)","Year 2008: Filing Date 01/20/2008, Assets: N/A | Year 2009: Filing Date 01/22/2009, Assets: N/A",[01/16/2007] ADDED: GEOFFREY LONGSTAFF (REAL PROPERTY) | [01/22/2009] ADDED: CHRISTOPHER HURN (REAL PROPERTY),"Assets: N/A, Capital: N/A, Revenue/Gross: N/A",3
